in,13.9312 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
mentioned in videos,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
merchandise in a,0.217675 Text_1.txt Text_2.txt Text_3.txt 
meta analysis,0.653026 Text_1.txt 
mid,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
mid sized boat,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
might boost,0.217675 Text_1.txt Text_2.txt 
might have,0.217675 Text_1.txt Text_2.txt 
might look like,0.217675 Text_1.txt Text_3.txt Text_4.txt Text_5.txt 
million,0.43535 Text_1.txt Text_2.txt Text_3.txt 
mind ever since,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_5.txt 
minds Vitanys,0.217675 Text_1.txt Text_2.txt Text_3.txt 
minor,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
minor changes in,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
minute and calculate,0.217675 Text_1.txt Text_2.txt Text_3.txt 
mission,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
mix,0.217675 Text_1.txt 
mode in September,0.217675 Text_1.txt Text_2.txt Text_3.txt 
mode this can,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
modern,0.43535 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
modern moon mission,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
modern spacesuit designs,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
money by not,0.217675 Text_1.txt Text_2.txt Text_3.txt 
months over,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
moon but I,0.217675 Text_1.txt Text_3.txt Text_4.txt Text_5.txt 
moon in two,0.217675 Text_1.txt Text_3.txt Text_5.txt 
moon mission and,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
moon s surface,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
moonsuit might look,0.217675 Text_1.txt Text_2.txt Text_4.txt Text_5.txt 
moonsuit with bell,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
moonwalks in five,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_5.txt 
more resilient when,0.217675 Text_1.txt Text_2.txt 
more slowly digested,0.217675 Text_1.txt 
more sophisticated in,0.217675 Text_1.txt Text_2.txt Text_3.txt 
more than twice,0.217675 Text_1.txt Text_3.txt 
more vegetables Salads,0.217675 Text_1.txt 
more when,0.217675 Text_1.txt 
more widespread menace,0.217675 Text_1.txt Text_2.txt Text_3.txt 
most days,0.217675 Text_1.txt 
most fruit,0.217675 Text_1.txt 
most prominent,0.217675 Text_1.txt Text_2.txt 
most strongly,0.217675 Text_1.txt 
most viewed on,0.217675 Text_1.txt Text_2.txt Text_3.txt 
mouth,1.30605 Text_1.txt Text_4.txt 
mouth nannygai,0.870701 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
mouth nannygai than,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
mouths that tear,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
move that could,0.217675 Text_1.txt Text_3.txt 
movements can relieve,0.217675 Text_1.txt 
much as,0.217675 Text_1.txt 
much choice,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
much structure,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
much trouble getting,0.217675 Text_1.txt Text_2.txt Text_3.txt 
mustard greens,0.217675 Text_1.txt 
mutual,0.217675 Text_1.txt Text_2.txt 
my best advice,0.217675 Text_1.txt Text_2.txt Text_4.txt 
my luck,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
my next,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
my office,0.217675 Text_1.txt Text_2.txt Text_3.txt 
my surprise large,0.217675 Text_1.txt Text_4.txt 
name but a,0.217675 Text_1.txt Text_2.txt 
nannies that,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
nanny haunts,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
nanny to,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
nannygai Its the,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
nannygai footage,0.217675 Text_1.txt Text_4.txt 
nannygai has,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
nannygai is,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
nannygai were,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
nasty places,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
near Saginaw Michigan,0.217675 Text_1.txt Text_2.txt Text_3.txt 
necessarily help,0.217675 Text_1.txt 
need new,0.217675 Text_1.txt Text_3.txt Text_4.txt Text_5.txt 
need when,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
needed to,0.217675 Text_1.txt 
needs This,0.217675 Text_1.txt 
negative,0.217675 Text_1.txt 
never seen,0.217675 Text_1.txt Text_2.txt Text_3.txt 
new,1.52373 Text_1.txt Text_3.txt Text_4.txt Text_5.txt 
new Variety and,0.217675 Text_1.txt 
new moonsuit,0.217675 Text_1.txt Text_2.txt Text_4.txt Text_5.txt 
new recipes that,0.217675 Text_1.txt 
new spacesuits since,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_5.txt 
next choice If,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
nine different,0.217675 Text_1.txt 
nine thousand five,0.217675 Text_1.txt 
nitty,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
nitty gritty so,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
no anchor,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
no chain rattling,0.217675 Text_1.txt Text_2.txt Text_4.txt 
no stranger to,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
non pet,0.217675 Text_1.txt Text_2.txt 
non starchy,0.43535 Text_1.txt 
not have much,0.217675 Text_1.txt Text_2.txt Text_4.txt 
notes Cam,0.217675 Text_1.txt Text_2.txt Text_3.txt 
now Fortnite,0.217675 Text_1.txt Text_2.txt Text_3.txt 
now speaks on,0.217675 Text_1.txt Text_2.txt Text_3.txt 
now we shall,0.217675 Text_1.txt Text_2.txt Text_4.txt 
number by almost,0.217675 Text_1.txt 
number of tasty,0.217675 Text_1.txt 
numbers,0.43535 Text_1.txt Text_2.txt Text_4.txt 
numbers around,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
numerous quirky looking,0.217675 Text_1.txt Text_2.txt 
nurses aged thirty,0.217675 Text_1.txt 
nutrients it needs,0.217675 Text_1.txt 
observational studies,0.217675 Text_1.txt 
occurrence,0.217675 Text_1.txt 
occurrence of prostate,0.217675 Text_1.txt 
of a problem,0.217675 Text_1.txt Text_2.txt Text_3.txt 
of an astronaut,0.217675 Text_1.txt Text_5.txt 
of apples bananas,0.217675 Text_1.txt 
of at least,0.217675 Text_1.txt Text_2.txt 
of beneficial plant,0.217675 Text_1.txt 
of breast cancer,0.653026 Text_1.txt 
of broader concerns,0.217675 Text_1.txt Text_2.txt Text_3.txt 
of design suggestions,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
of gangs so,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
of gear because,0.217675 Text_1.txt Text_3.txt Text_4.txt 
of it as,0.217675 Text_1.txt Text_5.txt 
of like the,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
of vegetables,0.217675 Text_1.txt 
of video game,0.217675 Text_1.txt Text_2.txt Text_3.txt 
of what the,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
of white,0.217675 Text_1.txt 
of whole fruits,0.217675 Text_1.txt 
of whom did,0.217675 Text_1.txt Text_2.txt 
of yakka,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
off,0.653026 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
off the face,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
office,0.217675 Text_1.txt Text_2.txt Text_3.txt 
offshore,0.653026 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
offshore gear,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
often,0.43535 Text_2.txt Text_4.txt 
often hailed as,0.217675 Text_1.txt Text_2.txt 
old,1.52373 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
old and,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
old broomstick to,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
old habits Vitany,0.217675 Text_3.txt 
old in my,0.217675 Text_1.txt Text_2.txt Text_3.txt 
old son Carson,0.217675 Text_1.txt Text_2.txt Text_3.txt 
on Amazon coms,0.217675 Text_1.txt Text_2.txt Text_3.txt 
on Twitter,0.217675 Text_1.txt Text_2.txt Text_5.txt 
on and,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
on blood,0.217675 Text_1.txt 
on if youre,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
on information from,0.217675 Text_1.txt 
on options,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
on players favourite,0.217675 Text_1.txt Text_2.txt Text_3.txt 
on studying a,0.217675 Text_1.txt Text_2.txt 
on the International,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
on the legs,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
on the sounder,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
on their,0.217675 Text_1.txt Text_2.txt 
on them If,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
on top of,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
one Space,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_5.txt 
one Twitter,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
one hundred,1.52373 Text_1.txt Text_2.txt Text_3.txt 
one is standing,0.217675 Text_1.txt Text_2.txt Text_3.txt 
one participants found,0.217675 Text_1.txt 
one point five,0.43535 Text_1.txt 
one rule for,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
one serving from,0.217675 Text_1.txt 
one thousand five,0.217675 Text_1.txt Text_2.txt 
ones are,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
onions,0.217675 Text_1.txt 
online UK divorce,0.217675 Text_1.txt Text_2.txt Text_3.txt 
only a few,0.217675 Text_1.txt Text_4.txt 
only get,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
only growing,0.217675 Text_1.txt Text_2.txt Text_3.txt 
only one,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
ons,0.217675 Text_1.txt Text_2.txt Text_3.txt 
onto the,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
opportunities,0.43535 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
options,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
options for modern,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
or bait patches,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
or elegance However,0.217675 Text_1.txt Text_2.txt 
or they have,0.217675 Text_1.txt Text_2.txt 
other activities More,0.217675 Text_1.txt Text_3.txt 
other leafy greens,0.217675 Text_1.txt 
other nasty places,0.217675 Text_1.txt Text_3.txt Text_4.txt 
other parents teachers,0.217675 Text_1.txt Text_3.txt 
other than the,0.217675 Text_1.txt 
other video,0.217675 Text_1.txt Text_3.txt 
others groups Fortnite,0.217675 Text_1.txt Text_3.txt 
others play The,0.217675 Text_1.txt Text_2.txt Text_3.txt 
our dogs,0.217675 Text_1.txt Text_2.txt 
our dwellings safe,0.217675 Text_1.txt Text_2.txt 
our sustainable,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
our various material,0.217675 Text_1.txt Text_2.txt 
out and,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
out of,0.217675 Text_1.txt Text_3.txt 
out the trusty,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
outline the research,0.217675 Text_1.txt Text_2.txt 
over,2.39443 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
over a twenty,0.217675 Text_1.txt 
over kids,0.217675 Text_1.txt Text_2.txt Text_3.txt 
over leggings,0.217675 Text_1.txt Text_3.txt Text_4.txt Text_5.txt 
over seventy thousand,0.217675 Text_1.txt 
over sixty six,0.217675 Text_1.txt 
over the side,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
over twenty years,0.217675 Text_1.txt 
over two thousand,0.217675 Text_1.txt 
overlooked by,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
overuse Fortnite,0.217675 Text_1.txt Text_2.txt Text_3.txt 
own,0.870701 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
own a dog,0.217675 Text_1.txt Text_2.txt 
own squid,0.217675 Text_1.txt Text_2.txt Text_4.txt 
owned,0.653026 Text_1.txt Text_2.txt 
owned cats,0.217675 Text_1.txt Text_2.txt 
owned dogs,0.217675 Text_1.txt Text_2.txt 
oxygen,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
oxygen deprivation also,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_5.txt 
pain in the,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
pants another,0.217675 Text_1.txt Text_2.txt Text_5.txt 
pants look,0.217675 Text_1.txt Text_2.txt Text_4.txt Text_5.txt 
paper,0.217675 Text_1.txt Text_2.txt 
parents and teachers,0.217675 Text_1.txt Text_3.txt 
parents have sent,0.217675 Text_1.txt Text_2.txt Text_3.txt 
parents need to,0.217675 Text_1.txt Text_2.txt Text_3.txt 
particularly,0.217675 Text_1.txt Text_2.txt Text_3.txt 
particularly compelling because,0.217675 Text_1.txt Text_3.txt 
partnered with the,0.217675 Text_1.txt Text_2.txt Text_3.txt 
passes through the,0.217675 Text_1.txt 
past trips,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
past warnings,0.217675 Text_1.txt Text_3.txt 
patches we,0.217675 Text_1.txt Text_4.txt 
paying attention,0.217675 Text_1.txt Text_2.txt Text_3.txt 
person fights,0.217675 Text_1.txt Text_2.txt Text_3.txt 
person s,0.217675 Text_1.txt Text_2.txt 
petitions cited Fortnite,0.217675 Text_1.txt Text_3.txt 
places you might,0.217675 Text_1.txt Text_2.txt Text_4.txt 
play As,0.217675 Text_1.txt Text_3.txt 
play Fortnite,0.217675 Text_1.txt Text_2.txt Text_3.txt 
players compete in,0.217675 Text_1.txt Text_2.txt Text_3.txt 
players purchase,0.217675 Text_1.txt Text_2.txt Text_3.txt 
players recommends,0.217675 Text_1.txt Text_2.txt Text_3.txt 
players time sometimes,0.217675 Text_1.txt Text_2.txt Text_3.txt 
players warns WHO,0.217675 Text_1.txt Text_2.txt Text_3.txt 
playing Fortnite excessively,0.217675 Text_1.txt Text_3.txt 
playing Randy Kulman,0.217675 Text_1.txt Text_3.txt 
please,0.43535 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
please get,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
pleased to,0.217675 Text_1.txt Text_4.txt 
plenty,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
plenty of design,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
plummeted Wed made,0.217675 Text_1.txt Text_3.txt 
plus nanny,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
plus servings a,0.217675 Text_1.txt 
point five,0.653026 Text_1.txt 
point two,0.217675 Text_1.txt Text_2.txt Text_3.txt 
popularity,0.217675 Text_1.txt Text_2.txt Text_3.txt 
popularity by raising,0.217675 Text_1.txt Text_2.txt Text_3.txt 
post apocalyptic world,0.217675 Text_1.txt Text_3.txt 
preliminary,0.217675 Text_1.txt 
preliminary results are,0.217675 Text_1.txt 
premature death,0.217675 Text_1.txt Text_2.txt 
premenopausal,0.43535 Text_1.txt 
presenting,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
presenting themselves All,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
pressure inside the,0.217675 Text_1.txt 
pressure reading by,0.217675 Text_1.txt 
pressure the,0.43535 Text_1.txt 
pressure the upper,0.217675 Text_1.txt 
pretty,0.43535 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
pretty kind,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
prevent constipation The,0.217675 Text_1.txt 
problem than it,0.217675 Text_1.txt Text_2.txt Text_3.txt 
problems and,0.217675 Text_1.txt 
problems for,0.217675 Text_1.txt Text_2.txt Text_3.txt 
problems that may,0.217675 Text_1.txt Text_2.txt Text_3.txt 
promote weight,0.217675 Text_1.txt 
proper,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
proper feeding mode,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
prostate cancer Lycopene,0.217675 Text_1.txt 
protecting,0.217675 Text_5.txt 
protecting astronauts from,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
protective effect Although,0.217675 Text_1.txt 
protein In,0.217675 Text_1.txt 
prove,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_5.txt 
prove NASA is,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
psychiatrist in Mansfield,0.217675 Text_1.txt Text_2.txt Text_3.txt 
psychologist in,0.217675 Text_1.txt Text_2.txt Text_3.txt 
publication,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
publication to go,0.217675 Text_1.txt Text_3.txt Text_4.txt 
published in The,0.217675 Text_1.txt Text_2.txt 
published last year,0.217675 Text_1.txt Text_2.txt 
pull out,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
pull way fewer,0.217675 Text_1.txt Text_4.txt 
pup can,0.217675 Text_1.txt Text_2.txt 
purchase,0.217675 Text_1.txt Text_2.txt Text_3.txt 
purchase merchandise in,0.217675 Text_1.txt Text_2.txt Text_3.txt 
put a smile,0.217675 Text_1.txt Text_2.txt 
put decent nannygai,0.217675 Text_1.txt Text_4.txt 
putting in the,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
quadrupeds support our,0.217675 Text_1.txt Text_2.txt 
question What,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
question on Twitter,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
quickly The,0.217675 Text_1.txt Text_4.txt 
raising one point,0.217675 Text_1.txt Text_3.txt 
randomised trial,0.217675 Text_1.txt 
range,0.217675 Text_1.txt Text_2.txt Text_3.txt 
rattling over the,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
re going to,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
read,0.43535 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
read the,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
real,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
real pain in,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
really bad You,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
recommends that parents,0.217675 Text_1.txt Text_3.txt 
red emperor,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
red fish,0.217675 Text_1.txt Text_3.txt Text_4.txt 
red hot sessions,0.217675 Text_1.txt Text_4.txt 
reduction in breast,0.217675 Text_1.txt 
reef with no,0.217675 Text_1.txt Text_2.txt Text_4.txt 
reel such as,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
reflective striping,0.217675 Text_1.txt Text_2.txt Text_3.txt 
refrigerator,0.217675 Text_1.txt 
refrigerator to tempt,0.217675 Text_1.txt 
registered to play,0.217675 Text_1.txt Text_2.txt Text_3.txt 
regular bowel,0.217675 Text_1.txt 
reimbursement,0.217675 Text_1.txt Text_2.txt Text_3.txt 
reimbursement for treatment,0.217675 Text_1.txt Text_2.txt Text_3.txt 
related to lifestyle,0.217675 Text_1.txt Text_2.txt 
relationship between,0.43535 Text_1.txt Text_2.txt 
relationship between owning,0.217675 Text_1.txt Text_2.txt 
released a study,0.217675 Text_1.txt Text_2.txt Text_3.txt 
reliable I,0.217675 Text_1.txt Text_3.txt Text_4.txt 
reliable information,0.217675 Text_1.txt 
remember,0.217675 Text_1.txt Text_3.txt Text_4.txt 
render,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
render NASA shared,0.217675 Text_1.txt Text_2.txt Text_5.txt 
rendered image of,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
replaced,0.217675 Text_1.txt 
replaced with healthy,0.217675 Text_1.txt 
replaces another food,0.217675 Text_1.txt 
report by the,0.217675 Text_1.txt 
report the weather,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
reports coming,0.217675 Text_1.txt Text_4.txt 
request for,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
required in,0.217675 Text_1.txt Text_3.txt Text_4.txt 
requires an,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
research is,0.217675 Text_1.txt 
research looks specifically,0.217675 Text_1.txt 
researchers at,0.217675 Text_1.txt Text_2.txt 
researchers combined,0.217675 Text_1.txt 
resilient,0.217675 Text_1.txt Text_2.txt 
resilient when facing,0.217675 Text_1.txt Text_2.txt 
resources in,0.217675 Text_1.txt Text_2.txt Text_3.txt 
restricted,0.217675 Text_1.txt 
results Fresh,0.217675 Text_1.txt Text_2.txt Text_4.txt 
results are,0.217675 Text_1.txt 
results were,0.217675 Text_1.txt Text_2.txt 
returning astronauts,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
reveal hidden gems,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
reviews,0.217675 Text_1.txt Text_2.txt 
reviews of the,0.217675 Text_1.txt Text_2.txt 
roughly a twenty,0.217675 Text_1.txt 
round Dead yakkas,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
royale mode,0.217675 Text_1.txt Text_2.txt Text_3.txt 
running through the,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
s a lot,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
said Is,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
said Lorrine,0.217675 Text_1.txt Text_2.txt Text_3.txt 
says,0.43535 Text_1.txt Text_2.txt Text_3.txt Text_5.txt 
says Im here,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
scad They,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
scammers,0.217675 Text_1.txt Text_3.txt 
science Think,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt Text_5.txt 
scientific,0.217675 Text_1.txt Text_2.txt 
seemed to,0.217675 Text_1.txt Text_2.txt Text_3.txt Text_4.txt 
